 |                         fit_name |       quality |   chisq/nDoF                 |
 |       c__24,12_24,24__32,4_32,31 |       0.33262 |   54.74/(  34 -  1) =   1.66 | F=1.84(8768)*10^-4
 |      c__24,10_24,24__32,23_32,29 |       0.33248 |   29.50/(  17 -  1) =   1.84 | F=-1.02(164)*10^-2
 |      c2__24,12_24,23__32,8_32,30 |       0.33132 |   41.74/(  29 -  5) =   1.74 | F=-1.06(129)*10^-2; dmf=1.710(2261); Ff=-9.89(4799)*10^-2; dmi=1.195(851); Fi=2.05(1513)*10^2
 |       c__24,8_24,24__32,16_32,30 |       0.33059 |   43.22/(  26 -  1) =   1.73 | F=-2.46(92)*10^-2
 |         c__24,8_24,24__32,1_32,9 |       0.32973 |   37.26/(  22 -  1) =   1.77 | F=-2.32(108)*10^-2
 |       c__24,12_24,23__32,5_32,32 |       0.32871 |   53.37/(  33 -  1) =   1.67 | F=1.89(917)*10^-3
 |       c__24,12_24,24__32,0_32,21 |       0.32754 |   49.09/(  30 -  1) =   1.69 | F=-2.86(68)*10^-2
 |   csnk__24,13_24,24__32,13_32,32 |       0.32655 |   40.31/(  26 -  3) =   1.75 | F=1.25(147)*10^-2; dmf=1.167(1390); Ff=1.85(162)*10^-2
 |       c__24,12_24,23__32,0_32,22 |       0.32245 |   49.16/(  30 -  1) =   1.70 | F=-2.80(66)*10^-2
 |      c__24,13_24,24__32,18_32,32 |        0.3206 |   37.37/(  22 -  1) =   1.78 | F=2.26(153)*10^-2
 |       c__24,12_24,24__32,2_32,23 |       0.31859 |   49.20/(  30 -  1) =   1.70 | F=-1.20(86)*10^-2
 |       c__24,13_24,24__32,9_32,27 |       0.31803 |   43.38/(  26 -  1) =   1.74 | F=-1.09(130)*10^-2
 |      c2__24,10_24,24__32,6_32,30 |       0.31787 |   47.77/(  33 -  5) =   1.71 | F=-1.50(86)*10^-2; dmf=3.632(341); Ff=0.253(83); dmi=0.729(160); Fi=-0.519(562)
 |      c2__24,13_24,24__32,5_32,29 |       0.31653 |   44.87/(  31 -  5) =   1.73 | F=-7.27(1)*10^1; dmf=9.264(3831); Ff=7.27(2788)*10^1; dmi=3.12(175)*10^-5; Fi=7.28(1)*10^1
 |      c2__24,13_24,24__32,8_32,30 |       0.31597 |   41.92/(  29 -  5) =   1.75 | F=-1.08(129)*10^-2; dmf=8.094(4007); Ff=1.74(696)*10^1; dmi=0.997(655); Fi=5.15(2842)*10^1
 |         c__24,8_24,24__32,4_32,8 |       0.31523 |   31.26/(  18 -  1) =   1.84 | F=-1.61(121)*10^-2
 |      c2__24,10_24,24__32,4_32,30 |       0.31392 |   50.71/(  35 -  5) =   1.69 | F=-1.81(96)*10^-2; dmf=9.022(6527); Ff=5.85(3827)*10^1; dmi=0.593(1025); Fi=2.17(1594)*10^-2
 |         c__24,8_24,24__32,2_32,6 |       0.31386 |   31.28/(  18 -  1) =   1.84 | F=-1.31(124)*10^-2
 |    csrc__24,8_24,24__32,10_32,25 |         0.313 |   43.44/(  28 -  3) =   1.74 | F=-4.48(803)*10^-3; dmi=3.94(14)*10^1; Fi=0.680(1414)
 |      c__24,10_24,24__32,14_32,30 |       0.31122 |   43.46/(  26 -  1) =   1.74 | F=-2.16(115)*10^-2
 |      c2__24,10_24,24__32,2_32,30 |       0.31007 |   53.62/(  37 -  5) =   1.68 | F=-1.69(87)*10^-2; dmf=9.218(6236); Ff=7.02(4389)*10^1; dmi=0.868(328); Fi=-0.244(159)
 |      c2__24,12_24,23__32,8_32,31 |       0.30935 |   43.49/(  30 -  5) =   1.74 | F=4.34(1642)*10^-3; dmf=0.220(230); Ff=-2.26(289)*10^-2; dmi=0.995(992); Fi=2.18(1904)*10^1
 |      c2__24,12_24,24__32,7_32,29 |       0.30738 |   43.51/(  30 -  5) =   1.74 | F=-1.15(0)*10^2; dmf=8.860(3674); Ff=4.92(1807)*10^1; dmi=1.95(113)*10^-5; Fi=1.15(0)*10^2
 |       c__24,8_24,24__32,24_32,29 |       0.30705 |   31.36/(  18 -  1) =   1.84 | F=-3.21(127)*10^-2
 |    csnk__24,8_24,24__32,13_32,30 |       0.30535 |   45.01/(  29 -  3) =   1.73 | F=-2.69(80)*10^-2; dmf=9.548(5625); Ff=8.85(4986)*10^1
 |     c2__24,13_24,24__32,11_32,32 |        0.3051 |   40.57/(  28 -  5) =   1.76 | F=1.48(138)*10^-2; dmf=1.171(1098); Ff=1.91(143)*10^-2; dmi=4.757(77); Fi=-1.38(0)*10^22
 |       c__24,12_24,23__32,8_32,29 |       0.30506 |   46.48/(  28 -  1) =   1.72 | F=3.39(913)*10^-3
 |       c__24,12_24,23__32,3_32,32 |       0.30319 |   56.55/(  35 -  1) =   1.66 | F=3.71(8326)*10^-4
 |      c2__24,12_24,23__32,7_32,29 |       0.30267 |   42.09/(  29 -  5) =   1.75 | F=-3.373(120); dmf=2.504(2555); Ff=-0.611(3029); dmi=5.60(399)*10^-4; Fi=3.393(120)
 |      c2__24,13_24,24__32,7_32,31 |       0.30241 |   45.05/(  31 -  5) =   1.73 | F=-7.98(1715)*10^-3; dmf=8.215(7281); Ff=2.30(1693)*10^1; dmi=0.268(417); Fi=0.108(291)
 |      c2__24,13_24,24__32,7_32,30 |       0.30056 |   43.60/(  30 -  5) =   1.74 | F=-6.17(1)*10^1; dmf=9.121(3729); Ff=6.32(2357)*10^1; dmi=3.64(211)*10^-5; Fi=6.17(1)*10^1
 |      c2__24,12_24,24__32,6_32,30 |       0.29958 |   46.55/(  32 -  5) =   1.72 | F=3.46(886)*10^-3; dmf=1.32(80)*10^1; Ff=3.23(2577)*10^3; dmi=3.019(832); Fi=-1.87(1054)*10^6
 |       c__24,8_24,24__32,22_32,29 |       0.29939 |   34.56/(  20 -  1) =   1.82 | F=-2.00(103)*10^-2
 |       c__24,8_24,24__32,15_32,27 |       0.29611 |   42.17/(  25 -  1) =   1.76 | F=-1.83(92)*10^-2
 |        c__24,8_24,24__32,1_32,13 |       0.29524 |   43.67/(  26 -  1) =   1.75 | F=-2.51(94)*10^-2
 |      c__24,10_24,24__32,14_32,29 |       0.29391 |   42.20/(  25 -  1) =   1.76 | F=-2.12(115)*10^-2
 |      c__24,10_24,24__32,24_32,31 |       0.29281 |   31.53/(  18 -  1) =   1.85 | F=-7.51(1625)*10^-3
 |       c__24,12_24,23__32,8_32,27 |       0.29271 |   45.18/(  27 -  1) =   1.74 | F=2.67(915)*10^-3
 |      c2__24,13_24,24__32,3_32,29 |       0.29245 |   48.10/(  33 -  5) =   1.72 | F=5.45(925)*10^-3; dmf=1.82(55)*10^1; Ff=5.00(2745)*10^5; dmi=5.171(1058); Fi=-2.76(1160)*10^6
 |      c2__24,10_24,24__32,2_32,32 |       0.29214 |   55.29/(  38 -  5) =   1.68 | F=-9.38(1063)*10^-3; dmf=0.856(1059); Ff=1.21(89)*10^-2; dmi=0.470(195); Fi=-0.114(34)
 |       c__24,12_24,24__32,1_32,24 |       0.29128 |   52.45/(  32 -  1) =   1.69 | F=-1.55(73)*10^-2
 |      c__24,12_24,24__32,10_32,27 |        0.2905 |   43.73/(  26 -  1) =   1.75 | F=-1.83(122)*10^-2
 |       c__24,12_24,23__32,7_32,32 |        0.2902 |   51.03/(  31 -  1) =   1.70 | F=4.07(9293)*10^-4
 |      c__24,12_24,24__32,10_32,29 |       0.29006 |   45.21/(  27 -  1) =   1.74 | F=-1.56(120)*10^-2
 |         c__24,8_24,24__32,1_32,8 |       0.28518 |   36.28/(  21 -  1) =   1.81 | F=-2.33(108)*10^-2
 |      c2__24,13_24,24__32,6_32,31 |       0.28517 |   46.75/(  32 -  5) =   1.73 | F=4.49(982)*10^-3; dmf=1.28(81)*10^1; Ff=2.28(1841)*10^3; dmi=3.236(346); Fi=-8.81(1782)*10^6
 |      c__24,13_24,24__32,10_32,29 |       0.28444 |   43.81/(  26 -  1) =   1.75 | F=-9.73(1297)*10^-3
 |       c__24,8_24,24__32,18_32,27 |       0.28356 |   39.34/(  23 -  1) =   1.79 | F=-2.15(94)*10^-2
 |      c2__24,12_24,24__32,8_32,29 |       0.28324 |   42.35/(  29 -  5) =   1.76 | F=-1.32(123)*10^-2; dmf=8.192(8559); Ff=1.92(1706)*10^1; dmi=1.111(705); Fi=1.23(741)*10^2
 |       c2__24,8_24,24__32,3_32,27 |       0.27907 |   52.63/(  36 -  5) =   1.70 | F=-2.56(68)*10^-2; dmf=8.938(6991); Ff=4.88(3426)*10^1; dmi=1.148(1064); Fi=-0.310(1166)
 |       c__24,12_24,24__32,9_32,27 |        0.2781 |   45.38/(  27 -  1) =   1.75 | F=-1.73(122)*10^-2
 |       c__24,12_24,23__32,9_32,32 |        0.2779 |   49.76/(  30 -  1) =   1.72 | F=-1.72(1023)*10^-3
 |      c2__24,12_24,23__32,8_32,32 |        0.2769 |   45.39/(  31 -  5) =   1.75 | F=6.08(872)*10^-3; dmf=1.639(758); Ff=-0.105(79); dmi=2.575(1888); Fi=-1.55(20)*10^1
 |       c__24,8_24,24__32,23_32,29 |       0.27587 |   33.31/(  19 -  1) =   1.85 | F=-2.74(123)*10^-2
 |     c2__24,12_24,23__32,10_32,31 |       0.27579 |   40.95/(  28 -  5) =   1.78 | F=-6.18(1124)*10^-3; dmf=2.272(1858); Ff=1.30(3277)*10^-2; dmi=2.942(1914); Fi=-9.31(20)*10^1
 |      c__24,13_24,24__32,15_32,32 |        0.2736 |   40.98/(  24 -  1) =   1.78 | F=2.32(151)*10^-2
 |        c__24,8_24,24__32,0_32,10 |        0.2733 |   40.99/(  24 -  1) =   1.78 | F=-2.46(98)*10^-2
 |      c2__24,13_24,24__32,8_32,31 |       0.27291 |   43.97/(  30 -  5) =   1.76 | F=-3.35(1192)*10^-3; dmf=7.456(7532); Ff=1.05(813)*10^1; dmi=0.943(876); Fi=2.24(1689)*10^1
 |     c2__24,12_24,24__32,12_32,32 |       0.27108 |   41.02/(  28 -  5) =   1.78 | F=1.37(120)*10^-2; dmf=2.931(5); Ff=6.96(410)*10^-2; dmi=1.71(2)*10^1; Fi=-3.97(35)*10^2
 |    csnk__24,8_24,24__32,13_32,29 |       0.26967 |   44.02/(  28 -  3) =   1.76 | F=-2.78(80)*10^-2; dmf=9.174(7824); Ff=6.05(4763)*10^1
 |       c__24,8_24,24__32,16_32,29 |       0.26958 |   42.54/(  25 -  1) =   1.77 | F=-2.40(93)*10^-2
 |        c__24,8_24,24__32,2_32,14 |       0.26884 |   44.03/(  26 -  1) =   1.76 | F=-2.89(101)*10^-2
 |       c__24,12_24,23__32,2_32,25 |       0.26856 |   51.35/(  31 -  1) =   1.71 | F=-4.63(764)*10^-3
 |      c2__24,12_24,23__32,6_32,29 |       0.26747 |   44.05/(  30 -  5) =   1.76 | F=3.02(913)*10^-3; dmf=1.991(1318); Ff=-0.310(733); dmi=3.404(242); Fi=-2.20(0)*10^7
 |     c2__24,10_24,24__32,10_32,32 |       0.26464 |   47.04/(  32 -  5) =   1.74 | F=1.36(114)*10^-2; dmf=1.89(20)*10^1; Ff=5.399(2000); dmi=0.738(22); Fi=-5.53(20)*10^1
 |       c__24,13_24,24__32,0_32,20 |       0.26363 |   47.06/(  28 -  1) =   1.74 | F=-2.58(71)*10^-2
 |         c__24,8_24,24__32,0_32,7 |       0.26175 |   36.59/(  21 -  1) =   1.83 | F=-2.07(112)*10^-2
 |      c__24,10_24,24__32,18_32,29 |       0.25858 |   38.17/(  22 -  1) =   1.82 | F=-2.36(122)*10^-2
 |       c__24,12_24,24__32,4_32,30 |       0.25781 |   55.82/(  34 -  1) =   1.69 | F=4.14(802)*10^-3
 |      c2__24,13_24,24__32,1_32,26 |       0.25612 |   48.63/(  33 -  5) =   1.74 | F=1.73(90)*10^-2; dmf=9.355(8722); Ff=6.02(5312)*10^1; dmi=0.516(233); Fi=-3.40(107)*10^-2
 |       c__24,8_24,24__32,18_32,30 |        0.2543 |   42.76/(  25 -  1) =   1.78 | F=-2.40(93)*10^-2
 |       c__24,12_24,24__32,0_32,20 |       0.25138 |   48.71/(  29 -  1) =   1.74 | F=-2.78(69)*10^-2
 |    csnk__24,8_24,24__32,13_32,31 |       0.25113 |   47.25/(  30 -  3) =   1.75 | F=-1.85(57)*10^-2; dmf=9.013(6805); Ff=6.03(4121)*10^1
 |      c__24,10_24,24__32,19_32,30 |       0.25095 |   38.28/(  22 -  1) =   1.82 | F=-2.36(122)*10^-2
 |       c2__24,8_24,24__32,6_32,26 |        0.2509 |   47.25/(  32 -  5) =   1.75 | F=-2.34(86)*10^-2; dmf=8.939(8607); Ff=3.51(3066)*10^1; dmi=0.991(797); Fi=2.918(15394)
 |      c__24,10_24,24__32,21_32,29 |       0.24976 |   33.66/(  19 -  1) =   1.87 | F=-1.58(134)*10^-2
 |       c__24,8_24,24__32,21_32,29 |       0.24643 |   36.81/(  21 -  1) =   1.84 | F=-2.22(102)*10^-2
 |       c__24,12_24,24__32,5_32,31 |       0.24562 |   56.02/(  34 -  1) =   1.70 | F=5.86(821)*10^-3
 |      c2__24,12_24,24__32,9_32,30 |       0.24549 |   42.89/(  29 -  5) =   1.79 | F=-1.69(2)*10^1; dmf=9.324(4114); Ff=6.97(2868)*10^1; dmi=8.21(1099)*10^-5; Fi=1.69(2)*10^1
 |       c__24,13_24,24__32,4_32,31 |       0.24535 |   56.02/(  34 -  1) =   1.70 | F=5.62(870)*10^-3
 |       c__24,12_24,23__32,1_32,23 |       0.24308 |   50.30/(  30 -  1) =   1.73 | F=-1.52(81)*10^-2
 |      c__24,13_24,24__32,14_32,32 |       0.24293 |   42.93/(  25 -  1) =   1.79 | F=1.56(141)*10^-2
 |         c__24,8_24,24__32,0_32,4 |       0.24183 |   32.20/(  18 -  1) =   1.89 | F=-2.15(115)*10^-2
 |       c__24,8_24,24__32,13_32,27 |       0.24097 |   45.94/(  27 -  1) =   1.77 | F=-2.67(81)*10^-2
 |       c__24,12_24,24__32,1_32,23 |       0.23923 |   51.81/(  31 -  1) =   1.73 | F=-1.78(79)*10^-2
 |       c__24,12_24,23__32,6_32,32 |       0.23495 |   53.33/(  32 -  1) =   1.72 | F=1.88(924)*10^-3
 |       c__24,12_24,24__32,3_32,27 |       0.23434 |   54.78/(  33 -  1) =   1.71 | F=-6.44(7078)*10^-4
 |      c2__24,12_24,23__32,8_32,29 |       0.23421 |   41.57/(  28 -  5) =   1.81 | F=-1.00(133)*10^-2; dmf=1.567(2059); Ff=-9.26(3827)*10^-2; dmi=1.168(845); Fi=1.65(1206)*10^2
 |      c2__24,12_24,23__32,9_32,32 |        0.2327 |   44.59/(  30 -  5) =   1.78 | F=-3.90(720)*10^-4; dmf=2.271(35); Ff=-0.185(6); dmi=5.046(736134812); Fi=7.32(-2147483648)*10^1
 |        c__24,8_24,24__32,6_32,26 |       0.23164 |   53.39/(  32 -  1) =   1.72 | F=-1.92(69)*10^-2
 |         c__24,8_24,24__32,2_32,9 |       0.22871 |   37.08/(  21 -  1) =   1.85 | F=-2.14(115)*10^-2
 |       c__24,12_24,23__32,0_32,21 |       0.22846 |   49.09/(  29 -  1) =   1.75 | F=-2.87(71)*10^-2
 |       c__24,12_24,24__32,4_32,32 |       0.22396 |   57.83/(  35 -  1) =   1.70 | F=3.70(852)*10^-3
 |        c__24,8_24,24__32,2_32,13 |       0.22353 |   43.25/(  25 -  1) =   1.80 | F=-2.76(102)*10^-2
 |        c__24,8_24,24__32,2_32,10 |       0.22353 |   38.70/(  22 -  1) =   1.84 | F=-2.04(115)*10^-2
 |       c__24,8_24,24__32,19_32,27 |       0.22169 |   38.73/(  22 -  1) =   1.84 | F=-2.36(97)*10^-2
 |       c__24,12_24,24__32,6_32,31 |       0.22148 |   55.01/(  33 -  1) =   1.72 | F=7.30(834)*10^-3
 |       c__24,12_24,24__32,3_32,30 |       0.22142 |   56.45/(  34 -  1) =   1.71 | F=-7.06(910)*10^-3
 |       c__24,12_24,24__32,9_32,30 |       0.22104 |   49.22/(  29 -  1) =   1.76 | F=-1.21(118)*10^-2
 |      c__24,10_24,24__32,13_32,30 |         0.219 |   46.31/(  27 -  1) =   1.78 | F=-2.46(113)*10^-2
 |      c__24,12_24,24__32,10_32,31 |        0.2183 |   49.27/(  29 -  1) =   1.76 | F=-4.22(1037)*10^-3
 |       c__24,12_24,24__32,4_32,27 |        0.2173 |   53.65/(  32 -  1) =   1.73 | F=3.56(811)*10^-3
 |      c2__24,13_24,24__32,8_32,29 |       0.21537 |   41.88/(  28 -  5) =   1.82 | F=-1.04(132)*10^-2; dmf=8.446(8086); Ff=2.49(2046)*10^1; dmi=0.998(704); Fi=5.19(3095)*10^1
 |         c__24,8_24,24__32,0_32,6 |       0.21518 |   35.75/(  20 -  1) =   1.88 | F=-2.17(113)*10^-2
 |         c__24,8_24,24__32,0_32,9 |       0.21452 |   40.38/(  23 -  1) =   1.84 | F=-2.75(105)*10^-2
 |        c__24,8_24,24__32,3_32,26 |       0.21452 |   58.01/(  35 -  1) =   1.71 | F=-2.18(58)*10^-2
 |      c__24,10_24,24__32,15_32,30 |       0.21273 |   43.44/(  25 -  1) =   1.81 | F=-2.23(122)*10^-2
 |        c__24,8_24,24__32,1_32,15 |       0.21267 |   47.90/(  28 -  1) =   1.77 | F=-3.22(87)*10^-2
 |      c2__24,12_24,24__32,6_32,29 |       0.20937 |   46.48/(  31 -  5) =   1.79 | F=3.31(888)*10^-3; dmf=1.46(76)*10^1; Ff=1.30(988)*10^4; dmi=3.226(472); Fi=-7.37(2174)*10^6
 |      c2__24,13_24,24__32,7_32,29 |        0.2092 |   43.50/(  29 -  5) =   1.81 | F=-1.67(1)*10^1; dmf=9.039(3681); Ff=5.89(2170)*10^1; dmi=1.34(78)*10^-4; Fi=1.67(1)*10^1
 |      c2__24,10_24,24__32,9_32,26 |       0.20754 |   42.02/(  28 -  5) =   1.83 | F=7.08(21531)*10^-4; dmf=9.197(9180); Ff=4.28(4012)*10^1; dmi=0.219(168); Fi=-0.192(225)
 |     c2__24,12_24,24__32,13_32,32 |       0.20702 |   40.51/(  27 -  5) =   1.84 | F=1.45(121)*10^-2; dmf=2.885(5); Ff=6.37(396)*10^-2; dmi=1.24(1)*10^1; Fi=-5.21(36)*10^2
 |        c__24,8_24,24__32,1_32,12 |       0.20647 |   43.55/(  25 -  1) =   1.81 | F=-2.47(95)*10^-2
 |      c2__24,13_24,24__32,6_32,30 |       0.20581 |   46.55/(  31 -  5) =   1.79 | F=3.39(1014)*10^-3; dmf=1.38(103)*10^1; Ff=6.02(6238)*10^3; dmi=3.215(270); Fi=-7.21(910)*10^6
 |       c__24,13_24,24__32,4_32,32 |         0.204 |   58.21/(  35 -  1) =   1.71 | F=7.84(857)*10^-3
 |      c2__24,12_24,24__32,0_32,26 |       0.20271 |   52.48/(  35 -  5) =   1.75 | F=9.88(807)*10^-3; dmf=9.369(9420); Ff=5.47(5265)*10^1; dmi=0.607(199); Fi=-4.43(64)*10^-2
 |       c__24,12_24,24__32,6_32,30 |         0.202 |   53.94/(  32 -  1) =   1.74 | F=4.24(885)*10^-3
 |      c__24,10_24,24__32,15_32,29 |       0.20096 |   42.14/(  24 -  1) =   1.83 | F=-2.22(122)*10^-2
 |      c2__24,12_24,24__32,6_32,27 |       0.19639 |   45.24/(  30 -  5) =   1.81 | F=2.22(893)*10^-3; dmf=1.23(130)*10^1; Ff=1.35(1872)*10^3; dmi=3.089(578); Fi=-2.58(953)*10^6
 |         c__24,8_24,24__32,2_32,8 |       0.19533 |   36.09/(  20 -  1) =   1.90 | F=-2.15(115)*10^-2
 |     c2__24,13_24,24__32,12_32,32 |       0.19334 |   40.76/(  27 -  5) =   1.85 | F=1.66(133)*10^-2; dmf=2.892(5); Ff=6.63(396)*10^-2; dmi=9.664(97); Fi=-1.17(5)*10^3
 |        c__24,8_24,24__32,2_32,15 |       0.19135 |   46.83/(  27 -  1) =   1.80 | F=-3.55(93)*10^-2
 |        c__24,8_24,24__32,5_32,25 |       0.19039 |   55.63/(  33 -  1) =   1.74 | F=7.22(612)*10^-3
 |        c__24,8_24,24__32,3_32,29 |       0.18845 |   59.97/(  36 -  1) =   1.71 | F=-3.85(61)*10^-2
 |       c__24,8_24,24__32,18_32,29 |       0.18733 |   42.40/(  24 -  1) =   1.84 | F=-2.38(93)*10^-2
 |      c__24,13_24,24__32,10_32,31 |       0.18706 |   48.40/(  28 -  1) =   1.79 | F=1.01(1179)*10^-3
 |       c__24,12_24,24__32,3_32,31 |       0.18622 |   58.59/(  35 -  1) =   1.72 | F=-2.94(863)*10^-3
 |         c__24,8_24,24__32,0_32,5 |        0.1861 |   34.69/(  19 -  1) =   1.93 | F=-1.98(115)*10^-2
 |       c__24,12_24,24__32,4_32,29 |        0.1849 |   55.75/(  33 -  1) =   1.74 | F=4.40(809)*10^-3
 |      c__24,10_24,24__32,19_32,29 |       0.18393 |   37.87/(  21 -  1) =   1.89 | F=-2.33(122)*10^-2
 |    csrc__24,10_24,24__32,1_32,25 |       0.18213 |   55.81/(  35 -  3) =   1.74 | F=4.26(949)*10^-3; dmi=0.396(147); Fi=-5.77(124)*10^-2
 |       c__24,13_24,24__32,4_32,30 |       0.18198 |   55.81/(  33 -  1) =   1.74 | F=4.43(908)*10^-3
 |       c__24,12_24,24__32,5_32,30 |       0.18195 |   55.81/(  33 -  1) =   1.74 | F=4.37(885)*10^-3
 |       c__24,13_24,24__32,3_32,27 |       0.18159 |   54.37/(  32 -  1) =   1.75 | F=2.63(873)*10^-3
 |       c__24,10_24,24__32,6_32,31 |       0.18002 |   57.29/(  34 -  1) =   1.74 | F=-1.12(74)*10^-2
 |       c__24,10_24,24__32,1_32,22 |       0.17927 |   54.42/(  32 -  1) =   1.76 | F=-1.96(77)*10^-2
 |       c__24,12_24,24__32,3_32,29 |       0.17782 |   57.34/(  34 -  1) =   1.74 | F=-5.45(7078)*10^-4
 |        c__24,8_24,24__32,0_32,13 |       0.17683 |   47.13/(  27 -  1) =   1.81 | F=-3.23(85)*10^-2
 |       c__24,13_24,24__32,3_32,30 |       0.17404 |   57.43/(  34 -  1) =   1.74 | F=5.69(84077)*10^-5
 |       c__24,13_24,24__32,5_32,31 |        0.1729 |   56.02/(  33 -  1) =   1.75 | F=5.92(977)*10^-3
 |       c__24,8_24,24__32,19_32,30 |       0.17263 |   42.70/(  24 -  1) =   1.86 | F=-2.47(97)*10^-2
 |       c__24,12_24,23__32,0_32,20 |       0.17258 |   48.71/(  28 -  1) =   1.80 | F=-2.79(73)*10^-2
 |       c__24,12_24,24__32,3_32,32 |       0.17039 |   60.38/(  36 -  1) =   1.73 | F=1.17(8324)*10^-4
 |       c2__24,8_24,24__32,0_32,32 |       0.16993 |   60.40/(  40 -  5) =   1.73 | F=9.03(129100)*10^-5; dmf=8.710(7142); Ff=2.84(2042)*10^1; dmi=0.175(60); Fi=-5.75(174)*10^-2
 |       c__24,13_24,24__32,3_32,32 |       0.16708 |   60.47/(  36 -  1) =   1.73 | F=3.68(811)*10^-3
 |       c__24,13_24,24__32,3_32,31 |       0.16594 |   59.06/(  35 -  1) =   1.74 | F=1.33(835)*10^-3
 |        c__24,8_24,24__32,1_32,11 |       0.16583 |   42.85/(  24 -  1) =   1.86 | F=-2.12(104)*10^-2
 |      c__24,10_24,24__32,20_32,30 |       0.16475 |   38.26/(  21 -  1) =   1.91 | F=-2.29(129)*10^-2
 |         c__24,8_24,24__32,0_32,8 |       0.16415 |   39.82/(  22 -  1) =   1.90 | F=-2.78(105)*10^-2
 |      c2__24,12_24,24__32,9_32,29 |       0.16405 |   42.89/(  28 -  5) =   1.86 | F=-1.43(2)*10^1; dmf=8.985(4341); Ff=4.97(2161)*10^1; dmi=9.74(1307)*10^-5; Fi=1.43(2)*10^1
 |       c__24,12_24,24__32,7_32,31 |       0.16093 |   54.85/(  32 -  1) =   1.77 | F=6.99(837)*10^-3
 |       c__24,8_24,24__32,24_32,31 |       0.16029 |   36.79/(  20 -  1) =   1.94 | F=-2.68(125)*10^-2
 |       c__24,13_24,24__32,4_32,27 |       0.15999 |   53.42/(  31 -  1) =   1.78 | F=5.75(930)*10^-3
 |      c__24,10_24,24__32,13_32,29 |       0.15946 |   46.02/(  26 -  1) =   1.84 | F=-2.47(113)*10^-2
 |       c__24,8_24,24__32,14_32,29 |       0.15825 |   47.55/(  27 -  1) =   1.83 | F=-2.14(89)*10^-2
 |       c__24,13_24,24__32,9_32,30 |       0.15822 |   49.04/(  28 -  1) =   1.82 | F=-10.00(1281)*10^-3
 |      c2__24,12_24,24__32,1_32,26 |       0.15755 |   52.01/(  34 -  5) =   1.79 | F=1.01(82)*10^-2; dmf=9.103(9536); Ff=4.34(4313)*10^1; dmi=0.503(201); Fi=-3.90(104)*10^-2
 |       c__24,12_24,24__32,5_32,32 |       0.15703 |   57.85/(  34 -  1) =   1.75 | F=3.07(915)*10^-3
 |      c2__24,12_24,23__32,9_32,31 |       0.15635 |   44.59/(  29 -  5) =   1.86 | F=-5.08(10870)*10^-4; dmf=2.237(17); Ff=-0.165(290); dmi=3.420(1670); Fi=9.997(5189)
 |       c__24,13_24,24__32,6_32,31 |       0.15566 |   54.99/(  32 -  1) =   1.77 | F=6.47(979)*10^-3
 |       c__24,12_24,24__32,9_32,29 |       0.15462 |   49.13/(  28 -  1) =   1.82 | F=-1.19(118)*10^-2
 |        c__24,8_24,24__32,2_32,12 |       0.15387 |   43.13/(  24 -  1) =   1.88 | F=-2.72(103)*10^-2
 |        c__24,8_24,24__32,0_32,14 |       0.15384 |   49.15/(  28 -  1) =   1.82 | F=-3.51(83)*10^-2
 |       c__24,12_24,24__32,5_32,27 |       0.15182 |   53.62/(  31 -  1) =   1.79 | F=2.97(893)*10^-3
 |       c2__24,8_24,24__32,5_32,30 |       0.15042 |   55.12/(  36 -  5) =   1.78 | F=-2.43(63)*10^-2; dmf=3.21(38)*10^1; Ff=5.22(2614)*10^11; dmi=5.761(236); Fi=2.95(304)*10^12
 |    csrc__24,10_24,24__32,0_32,25 |       0.14733 |   58.11/(  36 -  3) =   1.76 | F=6.13(990)*10^-3; dmi=0.326(113); Fi=-4.86(122)*10^-2
 |       c__24,13_24,24__32,5_32,32 |       0.14713 |   58.11/(  34 -  1) =   1.76 | F=6.34(977)*10^-3
 |      c2__24,10_24,24__32,9_32,31 |       0.14672 |   49.33/(  32 -  5) =   1.83 | F=9.72(2826)*10^-3; dmf=9.028(8586); Ff=4.55(3956)*10^1; dmi=0.122(132); Fi=-9.02(712)*10^-2
 |     c2__24,13_24,24__32,13_32,32 |       0.14461 |   40.27/(  26 -  5) =   1.92 | F=1.85(516)*10^-2; dmf=1.160(1396); Ff=1.75(165)*10^-2; dmi=7.37(6848)*10^-2; Fi=-1.70(936)*10^-2
 |      c2__24,13_24,24__32,6_32,27 |       0.14431 |   44.88/(  29 -  5) =   1.87 | F=5.63(1057)*10^-3; dmf=1.09(77)*10^1; Ff=3.34(2596)*10^2; dmi=2.687(1667); Fi=-1.79(2069)*10^5
 |        c__24,8_24,24__32,1_32,18 |       0.14421 |   53.83/(  31 -  1) =   1.79 | F=-3.06(74)*10^-2
 |       c__24,8_24,24__32,20_32,27 |       0.14404 |   38.73/(  21 -  1) =   1.94 | F=-2.34(102)*10^-2
 |       c__24,12_24,24__32,7_32,30 |       0.14361 |   53.84/(  31 -  1) =   1.79 | F=4.06(887)*10^-3
 |       c__24,10_24,24__32,6_32,30 |       0.14343 |   56.76/(  33 -  1) =   1.77 | F=-1.88(86)*10^-2
 |       c__24,12_24,24__32,6_32,27 |       0.14295 |   52.39/(  30 -  1) =   1.81 | F=2.93(893)*10^-3
